,companyshortname,epsactual,epsestimate,epssurprisepct,gmtOffsetMilliSeconds,quoteType,startdatetime,startdatetimetype,ticker
253,Real Goods Solar Inc,,,,0,EQUITY,2018-04-03T20:30:00.000Z,TAS,RGSE
254,Limbach Holdings Inc,-0.6,0.05,-1300.0,0,EQUITY,2018-04-03T13:00:00.000Z,TAS,LMB
255,Xtant Medical Holdings Inc,-7.15,-3.49,-104.87,0,EQUITY,2018-04-03T13:00:00.000Z,TAS,XTNT
256,Intersections Inc,,,,0,EQUITY,2018-04-03T20:30:00.000Z,TAS,INTX
257,Acuity Brands Inc,1.89,2.11,-10.43,0,EQUITY,2018-04-04T16:30:00.000Z,BMO,AYI
258,Ollie's Bargain Outlet Holdings Inc,0.51,0.49,4.08,0,EQUITY,2018-04-04T20:30:00.000Z,TAS,OLLI
259,Carmax Inc,0.77,0.87,-11.49,0,EQUITY,2018-04-04T16:30:00.000Z,BMO,KMX
260,Resources Connection Inc,0.19,0.15,26.67,0,EQUITY,2018-04-05T00:00:00.000Z,AMC,RECN
261,Lennar Corp,0.53,0.77,-31.17,0,EQUITY,2018-04-04T16:30:00.000Z,BMO,LEN
262,Fuwei Films Holdings Co Ltd,,,,0,EQUITY,2018-04-05T00:00:00.000Z,AMC,FFHL
263,JetPay Corp,-0.21,-0.16,-31.25,0,EQUITY,2018-04-04T13:00:00.000Z,TAS,JTPY
264,Franklin Covey Co,-0.2,-0.3,33.33,0,EQUITY,2018-04-05T00:00:00.000Z,AMC,FC
265,eXp World Holdings Inc,-0.19,-0.05,-280.0,0,EQUITY,2018-04-04T14:59:00.000Z,TNS,EXPI
266,WD-40 Co,,,,0,EQUITY,2018-04-06T00:00:00.000Z,AMC,WDFC
267,American Realty Investors Inc,,,,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,ARL
268,National American University Holdings Inc,,,,0,EQUITY,2018-04-05T15:00:00.000Z,TAS,NAUH
269,Moleculin Biotech Inc,-0.08,-0.14,42.86,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,MBRX
270,Matinas BioPharma Holdings Inc,-0.05,-0.04,-25.0,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,MTNB
271,GrowGeneration Corp,,,,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,GRWG
272,Mikros Systems Corp,,,,0,EQUITY,2018-04-06T00:00:00.000Z,AMC,MKRS
273,First Choice Healthcare Solutions Inc,,,,0,EQUITY,2018-04-06T00:00:00.000Z,AMC,FCHS
274,Hooker Furniture Corp,0.9,0.78,15.38,0,EQUITY,2018-04-05T18:00:00.000Z,TAS,HOFT
275,Cocrystal Pharma Inc,,,,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,COCP
276,PositiveID Corp,,,,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,PSID
277,GTX Corp,,,,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,GTXOD
278,Conn's Inc,0.56,0.54,3.7,0,EQUITY,2018-04-05T16:30:00.000Z,BMO,CONN
279,Continental Materials Corp,,,,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,CUO
280,Eastside Distilling Inc,-0.27,-0.16,-68.75,0,EQUITY,2018-04-05T16:30:00.000Z,BMO,EAST
281,Finjan Holdings Inc,1.08,1.25,-13.6,0,EQUITY,2018-04-05T20:30:00.000Z,TAS,FNJN
282,SANUWAVE Health Inc,,,,0,EQUITY,2018-04-06T00:00:00.000Z,AMC,SNWV
283,Lamb Weston Holdings Inc,0.91,0.77,18.18,0,EQUITY,2018-04-05T12:30:00.000Z,TAS,LW
284,Milestone Scientific Inc,-0.06,-0.02,-200.0,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,MLSS
285,Speedemissions Inc,,,,0,EQUITY,2018-04-06T00:00:00.000Z,AMC,SPMI
286,RPM International Inc,0.3,0.18,66.67,0,EQUITY,2018-04-05T16:30:00.000Z,BMO,RPM
287,Nexeon Medsystems Inc,,,,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,NXNND
288,TapImmune Inc,,,,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,TPIV
289,PriceSmart Inc,0.47,0.74,-36.49,0,EQUITY,2018-04-06T00:00:00.000Z,AMC,PSMT
290,Schnitzer Steel Industries Inc,0.9,0.91,-1.1,0,EQUITY,2018-04-05T16:30:00.000Z,BMO,SCHN
291,Income Opportunity Realty Investors Inc,,,,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,IOR
292,Transcontinental Realty Investors Inc,,,,0,EQUITY,2018-04-06T00:00:00.000Z,AMC,TCI
293,Retractable Technologies Inc,,,,0,EQUITY,2018-04-05T14:59:00.000Z,TNS,RVP
294,Ameri Holdings Inc,,,,0,EQUITY,2018-04-07T00:00:00.000Z,AMC,AMRH
295,Greenbrier Companies Inc,1.02,0.97,5.15,0,EQUITY,2018-04-06T16:30:00.000Z,BMO,GBX
296,Gilla Inc,,,,0,EQUITY,2018-04-06T14:59:00.000Z,TNS,GLLA
297,SW Innovative Holdings Inc,,,,0,EQUITY,2018-04-06T14:59:00.000Z,TNS,SWHI
298,Schmitt Industries Inc,,,,0,EQUITY,2018-04-06T14:59:00.000Z,TNS,SMIT
299,Pure Cycle Corp,,,,0,EQUITY,2018-04-09T16:00:00.000Z,TAS,PCYO
300,Jefferies Financial Group Inc,0.34,0.32,6.25,0,EQUITY,2018-04-09T16:30:00.000Z,BMO,JEF
301,Simulations Plus Inc,0.11,0.1,10.0,0,EQUITY,2018-04-09T20:15:00.000Z,TAS,SLP
302,MSC Industrial Direct Co Inc,1.34,1.32,1.52,0,EQUITY,2018-04-10T16:30:00.000Z,BMO,MSM
303,Tandem Diabetes Care Inc,-1.82,-0.59,-208.47,0,EQUITY,2018-04-11T00:00:00.000Z,AMC,TNDM
304,Simply Good Foods Co,0.1,0.14,-28.57,0,EQUITY,2018-04-10T12:30:00.000Z,TAS,SMPL
305,Mitcham Industries Inc,-0.37,-0.3,-23.33,0,EQUITY,2018-04-11T00:00:00.000Z,AMC,MIND
306,Link Motion Inc,,,,0,EQUITY,2018-04-11T00:00:00.000Z,AMC,LKM
307,Natuzzi SpA,,,,0,EQUITY,2018-04-10T14:00:00.000Z,TAS,NTZ
308,Argan Inc,0.45,0.73,-38.36,0,EQUITY,2018-04-12T00:00:00.000Z,AMC,AGX
309,Bed Bath & Beyond Inc,1.48,1.39,6.47,0,EQUITY,2018-04-12T00:00:00.000Z,AMC,BBBY
310,Fastenal Co,0.61,0.62,-1.61,0,EQUITY,2018-04-11T11:00:00.000Z,TAS,FAST
311,Hanwha Q Cells Co Ltd,0.37,0.14,164.29,0,EQUITY,2018-04-11T16:30:00.000Z,BMO,HQCL
312,Washington Federal Inc,0.57,0.59,-3.39,0,EQUITY,2018-04-11T16:30:00.000Z,BMO,WAFD
313,American Bio Medica Corp,,,,0,EQUITY,2018-04-12T14:59:00.000Z,TNS,ABMC
314,Delta Air Lines Inc,0.74,0.73,1.37,0,EQUITY,2018-04-12T16:30:00.000Z,BMO,DAL
315,Rite Aid Corp,-0.01,-0.01,0.0,0,EQUITY,2018-04-12T14:59:00.000Z,TNS,RAD
316,Apogee Enterprises Inc,0.89,0.62,43.55,0,EQUITY,2018-04-12T16:30:00.000Z,BMO,APOG
317,Bank Ozk,0.88,0.85,3.53,0,EQUITY,2018-04-12T16:30:00.000Z,BMO,OZK
318,Commerce Bancshares Inc,0.88,0.76,15.79,0,EQUITY,2018-04-12T11:00:00.000Z,TAS,CBSH
319,BlackRock Inc,6.7,6.39,4.85,0,EQUITY,2018-04-12T16:30:00.000Z,BMO,BLK
320,Bank of South Carolina,,,,0,EQUITY,2018-04-12T14:59:00.000Z,TNS,BKSC
321,Century Bancorp Inc,,,,0,EQUITY,2018-04-13T00:00:00.000Z,AMC,CNBKA
322,Vince Holding Corp,,,,0,EQUITY,2018-04-12T20:30:00.000Z,TAS,VNCE
323,Northern Technologies International Corp,,,,0,EQUITY,2018-04-12T13:00:00.000Z,TAS,NTIC
324,Skyline Champion Corp,0.14,-0.12,216.67,0,EQUITY,2018-04-13T00:00:00.000Z,AMC,SKY
325,Richardson Electronics Ltd,0.04,0.0,,0,EQUITY,2018-04-12T14:00:00.000Z,TAS,RELL
326,Digital Ally Inc,-0.58,-0.3,-93.33,0,EQUITY,2018-04-13T15:15:00.000Z,TAS,DGLY
327,Biostar Pharmaceuticals Inc,,,,0,EQUITY,2018-04-13T14:59:00.000Z,TNS,BSPM
328,First Republic Bank,1.13,1.07,5.61,0,EQUITY,2018-04-13T16:30:00.000Z,BMO,FRC
329,Kush Bottles Inc,-0.01,0.0,,0,EQUITY,2018-04-13T16:30:00.000Z,BMO,KSHB
330,FRMO Corp,,,,0,EQUITY,2018-04-13T14:59:00.000Z,TNS,FRMO
331,Citigroup Inc,1.68,1.61,4.35,0,EQUITY,2018-04-13T16:30:00.000Z,BMO,C
332,JPMorgan Chase & Co,2.37,2.28,3.95,0,EQUITY,2018-04-13T11:00:00.000Z,TAS,JPM
333,First Horizon National Corp,0.34,0.31,9.68,0,EQUITY,2018-04-13T16:30:00.000Z,BMO,FHN
334,Cryo-Cell International Inc,,,,0,EQUITY,2018-04-13T14:59:00.000Z,TNS,CCEL
335,Rex Energy Corp,-1.34,-0.49,-173.47,0,EQUITY,2018-04-13T14:59:00.000Z,TNS,REXXQ
336,Wells Fargo & Co,0.96,1.07,-10.28,0,EQUITY,2018-04-13T12:00:00.000Z,TAS,WFC
337,SemiLEDs Corp,,,,0,EQUITY,2018-04-14T00:00:00.000Z,AMC,LEDS
338,Taylor Devices Inc,,,,0,EQUITY,2018-04-13T14:59:00.000Z,TNS,TAYD
339,Yuma Energy Inc,,,,0,EQUITY,2018-04-13T14:59:00.000Z,TNS,YUMA
340,Strategic Environmental & Energy Resources Inc,,,,0,EQUITY,2018-04-14T00:00:00.000Z,AMC,SENR
341,PNC Financial Services Group Inc,2.43,2.43,0.0,0,EQUITY,2018-04-13T16:30:00.000Z,BMO,PNC
342,Hingham Institution For Savings,,,,0,EQUITY,2018-04-13T14:59:00.000Z,TNS,HIFS
343,Rennova Health Inc,,,,0,EQUITY,2018-04-14T00:00:00.000Z,AMC,RNVA
344,TSR Inc,,,,0,EQUITY,2018-04-14T00:00:00.000Z,AMC,TSRI
345,Nova LifeStyle Inc,,,,0,EQUITY,2018-04-13T16:30:00.000Z,BMO,NVFY
346,Bank of America Corp,0.62,0.59,5.08,0,EQUITY,2018-04-16T10:45:00.000Z,TAS,BAC
347,J B Hunt Transport Services Inc,1.07,1.07,0.0,0,EQUITY,2018-04-16T16:30:00.000Z,BMO,JBHT
348,ServisFirst Bancshares Inc,0.6,0.58,3.45,0,EQUITY,2018-04-16T21:15:00.000Z,TAS,SFBS
349,M&T Bank Corp,2.23,2.76,-19.2,0,EQUITY,2018-04-16T16:30:00.000Z,BMO,MTB
350,Wintrust Financial Corp,1.4,1.28,9.37,0,EQUITY,2018-04-17T00:00:00.000Z,AMC,WTFC
351,Ditech Holding Corp,,,,0,EQUITY,2018-04-17T00:00:00.000Z,AMC,DHCP
352,Celanese Corp,2.79,2.32,20.26,0,EQUITY,2018-04-17T00:00:00.000Z,AMC,CE
353,First Defiance Financial Corp,0.58,0.5,16.0,0,EQUITY,2018-04-17T00:00:00.000Z,AMC,FDEF
354,CNB Financial Corp,0.46,0.48,-4.17,0,EQUITY,2018-04-16T15:55:00.000Z,TAS,CCNE
355,Charles Schwab Corp,0.55,0.54,1.85,0,EQUITY,2018-04-16T16:30:00.000Z,BMO,SCHW
356,Pinnacle Financial Partners Inc,1.13,1.1,2.73,0,EQUITY,2018-04-17T00:00:00.000Z,AMC,PNFP
357,Regional Health Properties Inc,,,,0,EQUITY,2018-04-16T20:00:00.000Z,TAS,RHE
358,Lakeland Industries Inc,0.11,0.2,-45.0,0,EQUITY,2018-04-16T20:30:00.000Z,TAS,LAKE
359,Netflix Inc,0.64,0.64,0.0,0,EQUITY,2018-04-16T20:05:00.000Z,TAS,NFLX
360,SeaChange International Inc,0.1,0.08,25.0,0,EQUITY,2018-04-17T00:00:00.000Z,AMC,SEAC
361,New Age Beverages Corp,-0.07,-0.04,-75.0,0,EQUITY,2018-04-17T14:59:00.000Z,TNS,NBEV
362,ADTRAN Inc,-0.29,-0.16,-81.25,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,ADTN
363,Badger Meter Inc,0.26,0.37,-29.73,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,BMI
364,International Business Machines Corp,2.45,2.42,1.24,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,IBM
365,Riot Blockchain Inc,-1.35,-0.14,-864.29,0,EQUITY,2018-04-17T14:59:00.000Z,TNS,RIOT
366,PacWest Bancorp,0.93,0.8,16.25,0,EQUITY,2018-04-17T16:30:00.000Z,BMO,PACW
367,Interactive Brokers Group Inc,0.65,0.59,10.17,0,EQUITY,2018-04-17T20:00:00.000Z,TAS,IBKR
368,Hope Bancorp Inc,0.38,0.37,2.7,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,HOPE
369,Mercantile Bank Corp,0.66,0.56,17.86,0,EQUITY,2018-04-17T16:30:00.000Z,BMO,MBWM
370,Northern Trust Corp,1.58,1.4,12.86,0,EQUITY,2018-04-17T16:30:00.000Z,BMO,NTRS
371,Lam Research Corp,4.79,4.38,9.36,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,LRCX
372,Comerica Inc,1.59,1.53,3.92,0,EQUITY,2018-04-17T16:30:00.000Z,BMO,CMA
373,CSX Corp,0.78,0.66,18.18,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,CSX
374,Fulton Financial Corp,0.28,0.28,0.0,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,FULT
375,Hancock Whitney Corp,0.9,0.89,1.12,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,HWC
376,United Continental Holdings Inc,0.5,0.44,13.64,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,UAL
377,Progressive Corp,1.29,1.19,8.4,0,EQUITY,2018-04-17T16:30:00.000Z,BMO,PGR
378,FTE Networks Inc,,,,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,FTNW
379,Omnicom Group Inc,1.14,1.06,7.55,0,EQUITY,2018-04-17T16:30:00.000Z,BMO,OMC
380,Healthcare Services Group Inc,0.37,0.38,-2.63,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,HCSG
381,UnitedHealth Group Inc,3.04,2.89,5.19,0,EQUITY,2018-04-17T16:30:00.000Z,BMO,UNH
382,Williams Industrial Services Group Inc,,,,0,EQUITY,2018-04-17T14:00:00.000Z,TAS,WLMS
383,Goldman Sachs Group Inc,6.95,5.58,24.55,0,EQUITY,2018-04-17T11:30:00.000Z,TAS,GS
384,hopTo Inc,,,,0,EQUITY,2018-04-17T14:59:00.000Z,TNS,HPTO
385,WesBanco Inc,0.76,0.69,10.14,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,WSBC
386,Intuitive Surgical Inc,2.44,2.07,17.87,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,ISRG
387,Prologis Inc,0.68,0.37,83.78,0,EQUITY,2018-04-17T16:30:00.000Z,BMO,PLD
388,IT Tech Packaging Inc,,,,0,EQUITY,2018-04-18T00:00:00.000Z,AMC,ITP
389,Johnson & Johnson,2.06,2.02,1.98,0,EQUITY,2018-04-17T16:30:00.000Z,BMO,JNJ
390,Mellanox Technologies Ltd,0.98,0.83,18.07,0,EQUITY,2018-04-17T09:30:00.000Z,BMO,MLNX
391,Pier 1 Imports Inc,0.21,0.2,5.0,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,PIR
392,American Express Co,1.86,1.71,8.77,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,AXP
393,Alcoa Corp,0.77,0.7,10.0,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,AA
394,General American Investors Co Inc,,,,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,GAM
395,KapStone Paper and Packaging Corp,0.43,0.36,19.44,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,KS
396,Abbott Laboratories,0.59,0.58,1.72,0,EQUITY,2018-04-18T16:30:00.000Z,BMO,ABT
397,Cathay General Bancorp,0.78,0.78,0.0,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,CATY
398,Triumph Bancorp Inc,0.56,0.54,3.7,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,TBK
399,Northwest Bancshares Inc,0.24,0.24,0.0,0,EQUITY,2018-04-18T16:30:00.000Z,BMO,NWBI
400,Eagle Bancorp Inc,1.04,1.05,-0.95,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,EGBN
401,Community Trust Bancorp Inc,0.89,0.79,12.66,0,EQUITY,2018-04-18T16:30:00.000Z,BMO,CTBI
402,Bancorpsouth Bank,0.58,0.52,11.54,0,EQUITY,2018-04-19T01:00:00.000Z,AMC,BXS
403,Boston Private Financial Holdings Inc,0.27,0.22,22.73,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,BPFH
404,First Bancorp Inc,,,,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,FNLC
405,U.S. Bancorp,0.96,0.95,1.05,0,EQUITY,2018-04-18T16:30:00.000Z,BMO,USB
406,Texas Capital Bancshares Inc,1.38,1.35,2.22,0,EQUITY,2018-04-18T20:00:00.000Z,TAS,TCBI
407,PROVIDENT BANCORP INC,,,,0,EQUITY,2018-04-19T00:00:00.000Z,TAS,PVBC
408,Farmers National Banc Corp,0.28,0.26,7.69,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,FMNB
409,Great Southern Bancorp Inc,0.95,0.89,6.74,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,GSBC
410,Union Bankshares Inc,,,,0,EQUITY,2018-04-18T18:12:00.000Z,TAS,UNB
411,Consolidated-Tomoka Land Co,1.96,1.25,56.8,0,EQUITY,2018-04-18T13:00:00.000Z,TAS,CTO
412,MGIC Investment Corp,0.38,0.35,8.57,0,EQUITY,2018-04-18T16:30:00.000Z,BMO,MTG
413,Consumer Portfolio Services Inc,0.12,0.16,-25.0,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,CPSS
414,CVB Financial Corp,0.32,0.3,6.67,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,CVBF
415,TriState Capital Holdings Inc,0.36,0.35,2.86,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,TSC
416,Winmark Corp,,,,0,EQUITY,2018-04-18T14:59:00.000Z,TNS,WINA
417,RLI Corp,0.6,0.53,13.21,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,RLI
418,Crown Holdings Inc,0.94,0.8,17.5,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,CCK
419,United Community Financial Corp,0.17,0.17,0.0,0,EQUITY,2018-04-18T14:00:00.000Z,TAS,UCFC
420,SL Green Realty Corp,1.12,0.46,143.48,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,SLG
421,China Finance Online Co Ltd,,,,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,JRJC
422,Umpqua Holdings Corp,0.35,0.28,25.0,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,UMPQ
423,Sleep Number Corp,0.52,0.56,-7.14,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,SNBR
424,Chemung Financial Corp,0.92,0.83,10.84,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,CHMG
425,New Concept Energy Inc,,,,0,EQUITY,2018-04-18T14:59:00.000Z,TNS,GBR
426,Crown Castle International Corp,0.21,0.26,-19.23,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,CCI
427,Cohen & Steers Inc,0.62,0.6,3.33,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,CNS
428,Steel Dynamics Inc,0.96,0.91,5.49,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,STLD
429,Orrstown Financial Services Inc,0.44,0.31,41.94,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,ORRF
430,Universal Forest Products Inc,0.53,0.42,26.19,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,UFPI
431,QCR Holdings Inc,0.74,0.71,4.23,0,EQUITY,2018-04-18T16:30:00.000Z,BMO,QCRH
432,Textron Inc,0.72,0.48,50.0,0,EQUITY,2018-04-18T16:30:00.000Z,BMO,TXT
433,Rosehill Resources Inc,0.47,0.08,487.5,0,EQUITY,2018-04-18T14:59:00.000Z,TNS,ROSE
434,Kinder Morgan Inc,0.22,0.21,4.76,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,KMI
435,United Rentals Inc,2.87,2.45,17.14,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,URI
436,PTC Inc,0.34,0.31,9.68,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,PTC
437,Valmont Industries Inc,1.87,1.81,3.31,0,EQUITY,2018-04-19T00:00:00.000Z,AMC,VMI
438,Morgan Stanley,1.45,1.25,16.0,0,EQUITY,2018-04-18T11:00:00.000Z,TAS,MS
439,Altigen Communications Inc,,,,0,EQUITY,2018-04-19T21:00:00.000Z,TAS,ATGN
440,American River Bankshares,0.22,0.21,4.76,0,EQUITY,2018-04-19T20:30:00.000Z,TAS,AMRB
441,American National Bankshares Inc,0.67,0.61,9.84,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,AMNB
442,Associated Banc-Corp,0.5,0.41,21.95,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,ASB
443,Ascent Solar Technologies Inc,,,,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,ASTID
444,Alliance Data Systems Corp,4.44,4.17,6.47,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,ADS
445,Atlassian Corp PLC,0.1,0.08,25.0,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,TEAM
446,Western Alliance Bancorp,0.96,0.93,3.23,0,EQUITY,2018-04-19T21:41:00.000Z,TAS,WAL
447,Solera National Bancorp Inc,,,,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,SLRK
448,First Internet Bancorp,0.71,0.69,2.9,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,INBK
449,First Financial Bancorp,0.52,0.47,10.64,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,FFBC
450,Bryn Mawr Bank Corp,0.75,0.7,7.14,0,EQUITY,2018-04-19T14:59:00.000Z,TNS,BMTC
451,BB&T Corp,0.94,0.92,2.17,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,BBT
452,Pulse Beverage Corp,,,,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,PLSB
453,Codorus Valley Bancorp Inc,,,,0,EQUITY,2018-04-19T14:59:00.000Z,TNS,CVLY
454,Enterprise Bancorp Inc,,,,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,EBTC
455,Penns Woods Bancorp Inc,,,,0,EQUITY,2018-04-19T14:59:00.000Z,TNS,PWOD
456,Two River Bancorp,0.31,0.3,3.33,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,TRCB
457,HarborOne Bancorp Inc,,,,0,EQUITY,2018-04-19T14:59:00.000Z,TNS,HONE
458,Kiwa Bio-Tech Products Group Corp,,,,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,KWBT
459,Glacier Bancorp Inc,0.48,0.51,-5.88,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,GBCI
460,Middlefield Banc Corp,0.8,0.88,-9.09,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,MBCN
461,Bank of New York Mellon Corp,1.1,0.96,14.58,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,BK
462,East West Bancorp Inc,1.28,1.0,28.0,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,EWBC
463,FitLife Brands Inc,,,,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,FTLF
464,Sandy Spring Bancorp Inc,0.61,0.74,-17.57,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,SASR
465,First Financial Bankshares Inc,0.51,0.47,8.51,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,FFIN
466,Blackstone Group LP,0.65,0.45,44.44,0,EQUITY,2018-04-19T15:00:00.000Z,TAS,BX
467,Preferred Bank,1.09,1.06,2.83,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,PFBC
468,Brandywine Realty Trust,0.25,0.05,400.0,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,BDN
469,Blackstone Group LP,0.65,0.45,44.44,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,BX
470,United Bancshares Inc,,,,0,EQUITY,2018-04-19T14:59:00.000Z,TNS,UBOH
471,Republic Bancorp Inc,,,,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,RBCAA
472,Pinnacle Bancshares Inc,,,,0,EQUITY,2018-04-19T14:59:00.000Z,TNS,PCLB
473,Home BancShares Inc,0.42,0.41,2.44,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,HOMB
474,Independent Bank Corp,1.0,1.05,-4.76,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,INDB
475,Westamerica Bancorp,0.66,0.66,0.0,0,EQUITY,2018-04-19T15:00:00.000Z,TAS,WABC
476,Signature Bank,0.63,2.67,-76.4,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,SBNY
477,S&T Bancorp Inc,0.75,0.7,7.14,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,STBA
478,Shore Bancshares Inc,0.32,0.35,-8.57,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,SHBI
479,First Connecticut Bancorp Inc,0.38,0.4,-5.0,0,EQUITY,2018-04-19T14:30:00.000Z,TAS,FBNK
480,BancFirst Corp,0.95,0.82,15.85,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,BANF
481,Ubiquitech Software Corp,,,,0,EQUITY,2018-04-19T14:59:00.000Z,TNS,UBQU
482,PrimeEnergy Corp,,,,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,PNRG
483,Genuine Parts Co,1.27,1.31,-3.05,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,GPC
484,Entegra Financial Corp,0.51,0.54,-5.56,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,ENFC
485,Procter & Gamble Co,1.0,0.98,2.04,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,PG
486,Webster Financial Corp,0.85,0.79,7.59,0,EQUITY,2018-04-19T11:30:07.000Z,TAS,WBS
487,E*TRADE Financial Corp,0.88,0.79,11.39,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,ETFC
488,Clearwater Paper Corp,0.31,0.64,-51.56,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,CLW
489,Cherokee Inc,-0.71,0.07,-1114.29,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,CHKE
490,Sonoco Products Co,0.74,0.72,2.78,0,EQUITY,2018-04-19T14:59:00.000Z,TNS,SON
491,Chart Industries Inc,0.23,0.19,21.05,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,GTLS
492,Pool Corp,0.75,0.71,5.63,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,POOL
493,Computer Task Group Inc,0.06,0.06,0.0,0,EQUITY,2018-04-19T15:00:00.000Z,TAS,CTG
494,Danaher Corp,0.99,0.94,5.32,0,EQUITY,2018-04-19T10:00:00.000Z,TAS,DHR
495,GATX Corp,1.98,1.15,72.17,0,EQUITY,2018-04-19T16:30:00.000Z,BMO,GATX
496,Chemed Corp,2.72,2.36,15.25,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,CHE
497,IBERIABANK Corp,1.37,1.43,-4.2,0,EQUITY,2018-04-20T00:00:00.000Z,AMC,IBKC
